"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-20","13.87",",,W"," 1029",",,X","0.01",",,X,2400","0.0",",,X","0.0",",,X",,,"50",",,X","37",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-21","8.72",",,W"," 1710",",,X","0.01",",,X,2400","0.0",",,X","0.0",",,X",,,"50",",,X","40",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-22","6.93",",,W"," 1402",",,X","0.00","T,,X,2400","0.0",",,X","0.0",",,X",,,"51",",,X","37",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-23","11.86",",,W"," 1654",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"62",",,X","34",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-24","8.72",",,W"," 0239",",,X","0.23",",,X,2400","0.0",",,X","0.0",",,X",,,"61",",,X","41",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-25","8.05",",,W"," 1648",",,X","0.33",",,X,2400","0.0",",,X","0.0",",,X",,,"55",",,X","39",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-26","5.82",",,W"," 2331",",,X","0.15",",,X,2400","0.0",",,X","0.0",",,X",,,"50",",,X","37",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-27","7.61",",,W"," 1805",",,X","0.28",",,X,2400","0.0",",,X","0.0",",,X",,,"51",",,X","39",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-28","9.62",",,W"," 1646",",,X","0.14",",,X,2400","0.0",",,X","0.0",",,X",,,"51",",,X","41",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-29","8.50",",,W"," 2344",",,X","0.12",",,X,2400","0.0",",,X","0.0",",,X",,,"49",",,X","43",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-30","15.43",",,W"," 0458",",,X","0.26",",,X,2400","0.0",",,X","0.0",",,X",,,"51",",,X","48",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-03-31","14.54",",,W"," 0656",",,X","0.32",",,X,2400","0.0",",,X","0.0",",,X",,,"54",",,X","46",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-01","5.82",",,W"," 2235",",,X","1.13",",,X,2400","0.0",",,X","0.0",",,X",,,"48",",,X","41",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-02","8.72",",,W"," 0913",",,X","0.37",",,X,2400","0.0",",,X","0.0",",,X",,,"48",",,X","39",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-03","7.38",",,W"," 1535",",,X","0.06",",,X,2400","0.0",",,X","0.0",",,X",,,"49",",,X","38",",,X","15.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-04","10.29",",,W"," 2243",",,X","0.24",",,X,2400","0.0",",,X","0.0",",,X",,,"47",",,X","41",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-05","15.88",",,W"," 1232",",,X","0.23",",,X,2400","0.0",",,X","0.0",",,X",,,"46",",,X","41",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-06","11.86",",,W"," 1306",",,X","0.12",",,X,2400","0.0",",,X","0.0",",,X",,,"48",",,X","34",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-07","4.92",",,W"," 1834",",,X","0.08",",,X,2400","0.0",",,X","0.0",",,X",,,"49",",,X","33",",,X","25.1",",,X","    1",",,X","    1",",,W",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-08","3.13",",,W"," 1407",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"54",",,X","34",",,X","14.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-09","8.50",",,W"," 1914",",,X","0.01",",,X,2400","0.0",",,X","0.0",",,X",,,"55",",,X","42",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-10","11.86",",,W"," 1830",",,X","0.16",",,X,2400","0.0",",,X","0.0",",,X",,,"55",",,X","44",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-11","13.42",",,W"," 1138",",,X","0.00","T,,X,2400","0.0",",,X","0.0",",,X",,,"51",",,X","38",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-12","4.47",",,W"," 1533",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"53",",,X","35",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-13","9.40",",,W"," 1505",",,X","0.17",",,X,2400","0.0",",,X","0.0",",,X",,,"48",",,X","40",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-14","10.51",",,W"," 1554",",,X","0.40",",,X,2400","0.0",",,X","0.0",",,X",,,"47",",,X","39",",,X","25.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-15","3.80",",,W"," 0050",",,X","0.09",",,X,2400","0.0",",,X","0.0",",,X",,,"53",",,X","38",",,X","10.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-16","10.51",",,W"," 1754",",,X","0.06",",,X,2400","0.0",",,X","0.0",",,X",,,"53",",,X","42",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-17","5.82",",,W"," 1710",",,X","0.01",",,X,2400","0.0",",,X","0.0",",,X",,,"52",",,X","36",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-18","5.82",",,W"," 1648",",,X","0.01",",,X,2400","0.0","T,,Z","0.0",",,X",,,"51",",,X","36",",,X","21.9",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-19","6.04",",,W"," 2347",",,X","0.00",",,Z,2400","0.0",",,X","0.0",",,X",,,"53",",,X","36",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-20","9.62",",,W"," 1337",",,X","0.00","T,,X,2400","0.0",",,X","0.0",",,X",,,"54",",,X","36",",,X","15.0",",,Z",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-21","8.05",",,W"," 1929",",,X","0.00","T,,X,2400","0.0",",,X","0.0",",,X",,,"53",",,X","38",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-22","7.38",",,W"," 1759",",,X","0.00","T,,X,2400","0.0",",,X","0.0",",,X",,,"57",",,X","38",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-23","5.82",",,W"," 0055",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"66",",,X","38",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-24","8.72",",,W"," 1552",",,X","0.18",",,X,2400","0.0",",,X","0.0",",,X",,,"55",",,X","45",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-25","10.51",",,W"," 1739",",,X","0.52",",,X,2400","0.0",",,X","0.0",",,X",,,"52",",,X","43",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-26","9.40",",,W"," 1704",",,X","0.01",",,X,2400","0.0",",,X","0.0",",,X",,,"57",",,X","42",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-27","12.53",",,W"," 1032",",,X","0.45",",,X,2400","0.0",",,X","0.0",",,X",,,"52",",,X","37",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-28","12.08",",,W"," 0816",",,X","0.04",",,X,2400","0.0",",,X","0.0",",,X",,,"51",",,X","39",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-29","4.92",",,W"," 1340",",,X","0.00","T,,X,2400","0.0",",,X","0.0",",,X",,,"54",",,X","39",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-04-30","5.14",",,W"," 2233",",,X","0.13",",,X,2400","0.0",",,W","0.0",",,W",,,"56",",,X","43",",,X","12.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-01","3.58",",,W"," 1247",",,X","0.00",",,Z,2400","0.0",",,X","0.0",",,X",,,"62",",,X","39",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-02","9.62",",,W"," 1657",",,X","0.18",",,X,2400","0.0",",,X","0.0",",,X",,,"53",",,X","44",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-03","8.72",",,W"," 0140",",,X","0.00","T,,X,2400","0.0",",,X","0.0",",,X",,,"58",",,X","44",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-04","6.93",",,W"," 1702",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"62",",,X","42",",,X","11.0",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-05","8.50",",,W"," 1450",",,X","0.03",",,X,2400","0.0",",,X","0.0",",,X",,,"57",",,X","45",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-06","8.50",",,W"," 1033",",,X","0.13",",,X,2400","0.0",",,X","0.0",",,X",,,"54",",,X","46",",,X","15.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-07","9.17",",,W"," 1133",",,X","0.04",",,X,2400","0.0",",,X","0.0",",,X",,,"56",",,X","45",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-08","4.92",",,W"," 1624",",,X","0.02",",,X,2400","0.0",",,X","0.0",",,X",,,"58",",,X","44",",,X","14.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-09","3.36",",,W"," 2137",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"57",",,X","47",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-10","5.59",",,W"," 1608",",,X","0.00",",,Z,2400","0.0",",,X","0.0",",,X",,,"59",",,X","47",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-11","7.83",",,W"," 1510",",,X","0.42",",,X,2400","0.0",",,X","0.0",",,X",,,"51",",,X","42",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-12","5.59",",,W"," 1649",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"60",",,X","38",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-13","10.51",",,W"," 1431",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"64",",,X","41",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-14","8.50",",,W"," 1540",",,X","0.97",",,X,2400","0.0",",,X","0.0",",,X",,,"66",",,X","48",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-15","9.62",",,W"," 0523",",,X","0.81",",,X,2400","0.0",",,X","0.0",",,X",,,"51",",,X","47",",,X","16.1",",,Z","    1",",,X","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-16","12.08",",,W"," 1042",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"56",",,X","43",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-17","7.38",",,W"," 1745",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"64",",,X","39",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-18","9.62",",,W"," 1545",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"66",",,X","46",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-19","5.37",",,W"," 1510",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"68",",,X","43",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-20","4.25",",,W"," 2255",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"70",",,X","45",",,X","10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-21","3.58",",,W"," 2359",",,X","0.04",",,X,2400","0.0",",,X","0.0",",,X",,,"54",",,X","48",",,X","8.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-22","6.71",",,W"," 1233",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"60",",,X","48",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-23","2.68",",,W"," 2036",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"63",",,X","44",",,X","8.1",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-24","6.71",",,W"," 1240",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"65",",,X","47",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-25","7.16",",,W"," 2342",",,X","0.41",",,X,2400","0.0",",,X","0.0",",,X",,,"56",",,X","47",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-26","10.51",",,W"," 1444",",,X","0.01",",,X,2400","0.0",",,X","0.0",",,X",,,"61",",,X","45",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-27","10.51",",,W"," 1200",",,X","0.02",",,X,2400","0.0",",,X","0.0",",,X",,,"58",",,X","46",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-28","7.16",",,W"," 1751",",,X","0.01",",,X,2400","0.0",",,X","0.0",",,X",,,"62",",,X","45",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-29","6.71",",,W"," 1832",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"59",",,X","50",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-30","6.71",",,W"," 0308",",,X","0.00","T,,X,2400","0.0",",,X","0.0",",,X",,,"61",",,X","49",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-05-31","5.82",",,W"," 1723",",,X","0.11",",,X,2400","0.0",",,X","0.0",",,X",,,"61",",,X","48",",,X","12.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-06-01","5.82",",,W"," 2307",",,X","0.17",",,X,2400","0.0",",,X","0.0",",,X",,,"59",",,X","50",",,X","10.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-06-02","10.74",",,W"," 1415",",,X","0.08",",,X,2400","0.0",",,X","0.0",",,X",,,"61",",,X","49",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-06-03","8.72",",,W"," 1747",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"68",",,X","48",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-06-04","9.62",",,W"," 1629",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"78",",,X","50",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-06-05","3.80",",,W"," 0026",",,X","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"71",",,X","54",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
